NAME,LATITUDE,LONGITUDE
"Argentina/Unquillo",-31.23717,-64.31176
"Argentina/Tres Isletas",-26.34067,-60.43207
"Argentina/Tres Arroyos",-38.37694,-60.27563
"Argentina/Trelew",-43.24895,-65.30505
"Argentina/Termas de Río Hondo",-27.49362,-64.85972
"Argentina/Tartagal",-22.51682,-63.8056
"Argentina/Tafí Viejo",-26.7333,-65.26146
"Argentina/Sunchales",-30.94478,-61.5597
"Argentina/Santo Tomé",-31.66274,-60.7653
"Argentina/Santiago del Estero",-27.80047,-64.26285
"Argentina/Santa Rosa",-36.61617,-64.28991
"Argentina/Santa Lucía",-31.54055,-68.49794
"Argentina/Santa Fe",-31.64881,-60.70868
"Argentina/San Salvador de Jujuy",-24.1928,-65.29342
"Argentina/San Ramón de la Nueva Orán",-23.13705,-64.32426
"Argentina/San Rafael",-34.61531,-68.33238
"Argentina/San Pedro de Jujuy",-24.23127,-64.86614
"Argentina/San Nicolás de los Arroyos",-33.33425,-60.2108
"Argentina/San Miguel de Tucumán",-26.81601,-65.21051
"Argentina/San Martín de los Andes",-40.15789,-71.35337
"Argentina/San Martín",-33.08338,-68.47312
"Argentina/San Luis",-33.2914,-66.32467
"Argentina/San Justo",-30.78991,-60.59276
"Argentina/San Juan",-31.53726,-68.52568
"Argentina/San José de Jáchal",-30.24162,-68.74662
"Argentina/San Jorge",-31.89706,-61.85993
"Argentina/San Francisco",-31.42497,-62.08404
"Argentina/Catamarca",-28.46957,-65.78524
"Argentina/San Antonio Oeste",-40.73193,-64.94769
"Argentina/Salto",-34.29175,-60.2545
"Argentina/Salta",-24.80645,-65.41999
"Argentina/Rufino",-34.26237,-62.71128
"Argentina/Rosario",-32.94682,-60.63932
"Argentina/Río Tercero",-32.17675,-64.11295
"Argentina/Río Segundo",-31.6501,-63.91165
"Argentina/Río Grande",-53.78773,-67.70975
"Argentina/Río Gallegos",-51.6253,-69.25229
"Argentina/Río Cuarto",-33.13044,-64.35272
"Argentina/Río Colorado",-38.99081,-64.09574
"Argentina/Río Ceballos",-31.1697,-64.3175
"Argentina/Rawson",-43.30031,-65.10564
"Argentina/Rafaela",-31.25285,-61.49078
"Argentina/Quitilipi",-26.8708,-60.21537
"Argentina/Punta Alta",-38.8805,-62.07503
"Argentina/Puerto Madryn",-42.76848,-65.03827
"Argentina/Profesor Salvador Mazza",-22.04897,-63.69075
"Argentina/Presidencia Roque Sáenz Peña",-26.79095,-60.44132
"Argentina/Pocito",-31.68333,-68.58333
"Argentina/Plottier",-38.96667,-68.23333
"Argentina/Pergamino",-33.89101,-60.57462
"Argentina/Pérez",-32.99835,-60.76791
"Argentina/Pehuajó",-35.81081,-61.89897
"Argentina/Paraná",-31.73271,-60.52897
"Argentina/Palpalá",-24.25798,-65.21358
"Argentina/Olavarría",-36.89384,-60.32319
"Argentina/Nueve de Julio",-35.44394,-60.88463
"Argentina/Neuquén",-38.95078,-68.0592
"Argentina/Morteros",-30.71066,-62.00714
"Argentina/Monteros",-27.16825,-65.49892
"Argentina/Mendoza",-32.88946,-68.84582
"Argentina/Marcos Juárez",-32.6978,-62.10672
"Argentina/Machagai",-26.92617,-60.04852
"Argentina/Lincoln",-34.86819,-61.52929
"Argentina/Libertador General San Martín",-23.81305,-64.79353
"Argentina/Las Breñas",-27.08819,-61.08217
"Argentina/La Rioja",-29.41328,-66.85637
"Argentina/La Falda",-31.09321,-64.48448
"Argentina/La Calera",-31.34582,-64.33849
"Argentina/Laboulaye",-34.12688,-63.39083
"Argentina/Junín",-34.59391,-60.94644
"Argentina/Joaquín V. González",-25.11364,-64.12628
"Argentina/Jesús María",-30.98153,-64.09424
"Argentina/Granadero Baigorria",-32.85683,-60.71754
"Argentina/Gobernador Gálvez",-33.03016,-60.64045
"Argentina/General Villegas",-35.03264,-63.01484
"Argentina/General Roca",-39.03333,-67.58333
"Argentina/General Pinedo",-27.32534,-61.28101
"Argentina/General Pico",-35.6593,-63.75787
"Argentina/General Mosconi",-22.59617,-63.811
"Argentina/Gálvez",-32.02957,-61.22097
"Argentina/Firmat",-33.45937,-61.4832
"Argentina/Famaillá",-27.05452,-65.40189
"Argentina/Esquel",-42.91147,-71.31947
"Argentina/Esperanza",-31.44957,-60.93153
"Argentina/Embarcación",-23.21003,-64.09965
"Argentina/Embalse",-32.20681,-64.40064
"Argentina/El Bolsón",-41.96051,-71.53336
"Argentina/Diamante",-32.0671,-60.64267
"Argentina/Deán Funes",-30.42498,-64.35274
"Argentina/Cutral-Có",-38.93424,-69.23052
"Argentina/Cruz del Eje",-30.72644,-64.80387
"Argentina/Crespo",-32.03077,-60.30619
"Argentina/Cosquín",-31.24525,-64.46574
"Argentina/Coronel Suárez",-37.45859,-61.93294
"Argentina/Coronda",-31.97365,-60.91935
"Argentina/Córdoba",-31.40648,-64.18853
"Argentina/Comodoro Rivadavia",-45.86256,-67.494
"Argentina/Cipolletti",-38.93392,-67.99032
"Argentina/Cinco Saltos",-38.82225,-68.06293
"Argentina/Chivilcoy",-34.8969,-60.01909
"Argentina/Chimbas",-31.49313,-68.53263
"Argentina/Chilecito",-29.16163,-67.49934
"Argentina/Charata",-27.21787,-61.18738
"Argentina/Chacabuco",-34.64203,-60.47124
"Argentina/Centenario",-38.82955,-68.1318
"Argentina/Caucete",-31.6515,-68.28216
"Argentina/Catriel",-37.87552,-67.79451
"Argentina/Juan José Castelli",-25.9466,-60.62008
"Argentina/Casilda",-33.04459,-61.16423
"Argentina/Carmen de Patagones",-40.80255,-62.98349
"Argentina/Carcarañá",-32.85704,-61.15114
"Argentina/Capitán Bermúdez",-32.82262,-60.71852
"Argentina/Cañada de Gómez",-32.82033,-61.39513
"Argentina/Caleta Olivia",-46.44785,-67.52274
"Argentina/Bell Ville",-32.63021,-62.68883
"Argentina/Bella Vista",-27.03424,-65.30196
"Argentina/Bahía Blanca",-38.7176,-62.26545
"Argentina/Arroyo Seco",-33.15365,-60.51168
"Argentina/Arroyito",-31.41917,-63.05084
"Argentina/Arrecifes",-34.06306,-60.10261
"Argentina/Añatuya",-28.4602,-62.83354
"Argentina/Alta Gracia",-31.64978,-64.42972
"Argentina/Allen",-38.97736,-67.82714
"Argentina/Alderetes",-26.81787,-65.14202
"Argentina/Albardón",-31.43722,-68.52556
"Argentina/Aimogasta",-28.56003,-66.80737
"Argentina/Aguilares",-27.4315,-65.61465
"Argentina/Balvanera",-34.61032,-58.39766
"Argentina/Villa Santa Rita",-34.61082,-58.481
"Argentina/Villa Mercedes",-33.67571,-65.45783
"Argentina/San Miguel",-34.54335,-58.71229
"Argentina/San Carlos de Bariloche",-41.14557,-71.30822
"Argentina/Adrogué",-34.80041,-58.38384
"Argentina/Ingeniero Pablo Nogués",-34.47775,-58.70652
"Argentina/Villa Sarmiento",-34.63364,-58.57047
"Argentina/José C. Paz",-34.51541,-58.76813
"Armenia/Kapan",39.20762,46.40678
"Armenia/Goris",39.51111,46.34168
"Armenia/Artashat",39.95484,44.54874
"Armenia/Ararat",39.85494,44.6947
"Armenia/Yerevan",40.17765,44.5126
"Armenia/Vagharshapat",40.16557,44.29462
"Armenia/Sevan",40.548,44.95314
"Armenia/Masis",40.06595,44.43669
"Armenia/Vanadzor",40.8074,44.49704
"Armenia/Gavar",40.35398,45.12386
"Armenia/Ijevan",40.88037,45.14776
"Armenia/Hrazdan",40.5169,44.75591
"Armenia/Armavir",40.15553,44.0388
"Armenia/Gyumri",40.79305,43.84635
"Armenia/Dilijan",40.74037,44.86344
"Armenia/Davtashen",40.21642,44.48088
"Armenia/Charentsavan",40.40289,44.64447
"Armenia/Avan",40.21436,44.57846
"Armenia/Ashtarak",40.2976,44.36152
"Armenia/Artik",40.61918,43.97207
"Armenia/Abovyan",40.2717,44.63342
"Armenia/Erebuni",40.13309,44.53009
"Armenia/Nor Nork",40.19661,44.5669
"Armenia/Ajapnyak",40.19917,44.47056
"Armenia/Kanaker-Zeytun",40.22,44.53833
"Armenia/Malatia-Sebastia",40.17396,44.4457
"Armenia/Kentron",40.17806,44.51303
"Armenia/Shengavit",40.1557,44.4779
"Armenia/Arabkir",40.20624,44.50365
"Aruba/Tanki Leendert",12.53914,-70.02004
"Aruba/San Nicolas",12.43624,-69.90713
"Aruba/Oranjestad",12.52398,-70.02703
"Aruba/Noord",12.56596,-70.03198
"Australia/Scarborough",-31.89578,115.76431
"Australia/Rockingham",-32.27682,115.72978
"Australia/Port Hedland",-20.31215,118.61059
"Australia/Perth",-31.95224,115.8614
"Australia/Mount Isa",-20.72523,139.49727
"Australia/Mount Barker",-35.06667,138.86667
"Australia/Morphett Vale",-35.13333,138.51667
"Australia/Mandurah",-32.5269,115.7217
"Australia/Kwinana",-32.23013,115.78128
"Australia/Kalgoorlie",-30.74614,121.4742
"Australia/Gosnells",-32.081,116.0054
"Australia/Geraldton",-28.77897,114.61459
"Australia/Gawler",-34.60251,138.74902
"Australia/Darwin",-12.46113,130.84185
"Australia/Byford",-32.22099,116.009
"Australia/Busselton",-33.65249,115.3455
"Australia/Bunbury",-33.32711,115.64137
"Australia/Australind",-33.2792,115.71504
"Australia/Alice Springs",-23.69748,133.88362
"Australia/Albany",-35.02692,117.88369
"Australia/Adelaide",-34.92866,138.59863
"Australia/Yarraville",-37.81667,144.9
"Australia/Wollert",-37.58333,145.03333
"Australia/Wodonga",-36.12179,146.88809
"Australia/Wheelers Hill",-37.9,145.18333
"Australia/Westmead",-33.80383,150.98768
"Australia/Werribee",-37.9,144.66667
"Australia/Warwick",-28.21901,152.03438
"Australia/Warrnambool",-38.38176,142.48799
"Australia/Warragul",-38.15912,145.93118
"Australia/Wantirna South",-37.88333,145.21667
"Australia/Wangaratta",-36.35846,146.32056
"Australia/Wallan",-37.41625,144.97859
"Australia/Wahroonga",-33.71816,151.11561
"Australia/Upper Coomera",-27.87683,153.28572
"Australia/Tuggeranong Administrative District",-35.41647,149.06954
"Australia/Truganina",-37.81667,144.75
"Australia/Traralgon",-38.19528,146.5415
"Australia/Townsville",-19.26639,146.80569
"Australia/Torquay",-38.33085,144.32638
"Australia/Toowoomba",-27.56056,151.95386
"Australia/Thornbury",-37.75819,145.00583
"Australia/Thomastown",-37.68333,145.01667
"Australia/Templestowe",-37.75405,145.14864
"Australia/Tarneit",-37.83634,144.65952
"Australia/Taree",-31.91099,152.45387
"Australia/Tamworth",-31.09048,150.92905
"Australia/Sydney",-33.86785,151.20732
"Australia/Surry Hills",-33.88374,151.21282
"Australia/Surfers Paradise",-28.00274,153.42999
"Australia/Sunbury",-37.57742,144.72607
"Australia/Strathfield",-33.88096,151.07986
"Australia/Springvale",-37.94853,145.15274
"Australia/South Yarra",-37.83834,144.99149
"Australia/Southport",-27.96724,153.39796
"Australia/Shepparton",-36.38047,145.39867
"Australia/Seven Hills",-33.78333,150.93333
"Australia/Seaford",-38.1,145.13333
"Australia/Saint Kilda",-37.8676,144.98099
"Australia/Saint Ives",-33.72976,151.15977
"Australia/Saint Albans",-37.73333,144.8
"Australia/Ryde",-33.8188,151.1062
"Australia/Rowville",-37.93333,145.23333
"Australia/Rockhampton",-23.38032,150.50595
"Australia/Rockdale",-33.95,151.13333
"Australia/Ringwood",-37.81667,145.23333
"Australia/Richmond",-37.81819,145.00176
"Australia/Reservoir",-37.71667,145
"Australia/Quakers Hill",-33.73333,150.88333
"Australia/Preston",-37.75,145.01667
"Australia/Port Melbourne",-37.83961,144.94228
"Australia/Port Macquarie",-31.43084,152.90894
"Australia/Point Cook",-37.91482,144.75088
"Australia/Pascoe Vale",-37.73333,144.93333
"Australia/Palm Beach",-28.11694,153.46584
"Australia/Pakenham",-38.07018,145.47411
"Australia/Orange",-33.28397,149.10018
"Australia/Officer",-38.05916,145.40947
"Australia/North Melbourne",-37.79798,144.94512
"Australia/Northcote",-37.76667,145
"Australia/Noble Park",-37.96667,145.16667
"Australia/Newcastle",-32.92953,151.7801
"Australia/Nerang",-27.98941,153.33633
"Australia/Narre Warren",-38.03333,145.3
"Australia/Narangba",-27.20338,152.95923
"Australia/Muswellbrook",-32.26118,150.89009
"Australia/Mulgrave",-37.92845,145.17708
"Australia/Mount Waverley",-37.87709,145.12939
"Australia/Mount Martha",-38.26667,145.01667
"Australia/Mount Gambier",-37.8318,140.77919
"Australia/Mount Eliza",-38.18333,145.08333
"Australia/Mount Druitt",-33.76667,150.81667
"Australia/Mosman",-33.83902,151.23956
"Australia/Mornington",-38.21792,145.03876
"Australia/Morayfield",-27.10876,152.94907
"Australia/South Morang",-37.65,145.1
"Australia/Mooroolbark",-37.78247,145.31682
"Australia/Moonee Ponds",-37.76667,144.91667
"Australia/Mitcham",-37.81667,145.2
"Australia/Miranda",-34.03857,151.10005
"Australia/Mill Park",-37.66667,145.06667
"Australia/Mildura",-34.18551,142.16251
"Australia/Merrylands",-33.83333,150.98333
"Australia/Mernda",-37.60075,145.09555
"Australia/Melbourne",-37.814,144.96332
"Australia/Mascot",-33.92598,151.19347
"Australia/Maryborough",-25.54073,152.70493
"Australia/Marrickville",-33.90741,151.15546
"Australia/Maroubra",-33.95,151.23333
"Australia/Manly",-33.79798,151.28826
"Australia/Maitland",-32.73308,151.5574
"Australia/Mackay",-21.15345,149.16554
"Australia/Liverpool",-33.91938,150.92588
"Australia/Lilydale",-37.75,145.35
"Australia/Lidcombe",-33.86436,151.0397
"Australia/Launceston",-41.43876,147.13467
"Australia/Lara",-38.02388,144.40617
"Australia/Langwarrin",-38.16667,145.16667
"Australia/Lalor",-37.66667,145.01667
"Australia/Lakemba",-33.91972,151.07592
"Australia/Kogarah",-33.9681,151.13564
"Australia/Keysborough",-37.99116,145.17385
"Australia/Kew",-37.80639,145.03086
"Australia/Kensington",-33.92019,151.22241
"Australia/Horsham",-36.71131,142.19981
"Australia/Hornsby",-33.70244,151.09931
"Australia/Hobart",-42.87936,147.32941
"Australia/Hawthorn South",-37.8329,145.0367
"Australia/Hawthorn",-37.81992,145.0358
"Australia/Hampton Park",-38.03333,145.25
"Australia/Gympie",-26.18979,152.66499
"Australia/Griffith",-34.28853,146.05093
"Australia/Greenvale",-37.63333,144.86667
"Australia/Greensborough",-37.70462,145.10302
"Australia/Granville",-33.8406,151.00748
"Australia/Grafton",-29.68104,152.93394
"Australia/Goulburn",-34.75155,149.72086
"Australia/Gold Coast",-28.00029,153.43088
"Australia/Glen Waverley",-37.87811,145.16476
"Australia/Glenroy",-37.7,144.93333
"Australia/Glen Iris",-37.86667,145.06667
"Australia/Glenferrie",-37.83333,145.05
"Australia/Gladstone",-23.84852,151.25775
"Australia/Geelong",-38.14711,144.36069
"Australia/Frankston East",-38.13333,145.13333
"Australia/Frankston",-38.14458,145.12291
"Australia/Footscray",-37.8,144.9
"Australia/Fairfield",-33.86667,150.95
"Australia/Essendon",-37.74981,144.9109
"Australia/Epping",-37.65,145.03333
"Australia/Epping",-33.77271,151.08184
"Australia/Engadine",-34.06564,151.01266
"Australia/Eltham",-37.73333,145.15
"Australia/Eight Mile Plains",-27.58333,153.1
"Australia/Echuca",-36.14057,144.75185
"Australia/Eastwood",-33.79176,151.08057
"Australia/Earlwood",-33.9209,151.12506
"Australia/Dubbo",-32.24295,148.60484
"Australia/Doreen",-37.6,145.15
"Australia/Doncaster East",-37.78761,145.14888
"Australia/Doncaster",-37.78828,145.12373
"Australia/Devonport",-41.17695,146.35152
"Australia/Deer Park",-37.76722,144.76657
"Australia/Deception Bay",-27.19354,153.02631
"Australia/Dandenong",-37.98333,145.2
"Australia/Croydon",-37.8,145.28333
"Australia/Cronulla",-34.06251,151.14961
"Australia/Cranbourne",-38.11342,145.28326
"Australia/Craigieburn",-37.6,144.95
"Australia/Corio",-38.08333,144.38333
"Australia/Coorparoo",-27.49325,153.05826
"Australia/Coogee",-33.9205,151.25522
"Australia/Coffs Harbour",-30.29626,153.11351
"Australia/Coburg",-37.75,144.96667
"Australia/Clayton",-37.91667,145.11667
"Australia/Wollongong",-34.424,150.89345
"Australia/Chatswood",-33.8,151.18333
"Australia/Cessnock",-32.83211,151.35623
"Australia/Caulfield North",-37.8739,145.02485
"Australia/Castle Hill",-33.73333,151
"Australia/Carrum Downs",-38.09968,145.17248
"Australia/Carnegie",-37.89359,145.05534
"Australia/Carlton",-37.8,144.96667
"Australia/Carlingford",-33.78269,151.04888
"Australia/Capalaba",-27.54333,153.20287
"Australia/Canberra",-35.28346,149.12807
"Australia/Camberwell",-37.84205,145.0694
"Australia/Caloundra",-26.80346,153.12195
"Australia/Cairns",-16.92366,145.76613
"Australia/Caboolture",-27.08465,152.9511
"Australia/Burwood",-33.88333,151.1
"Australia/Burnie",-41.05584,145.90375
"Australia/Bundaberg",-24.86621,152.3479
"Australia/Buderim",-26.68443,153.05705
"Australia/Brunswick",-37.76667,144.96667
"Australia/Broken Hill",-31.9652,141.4512
"Australia/Brisbane",-27.46794,153.02809
"Australia/Brighton",-37.90561,145.00279
"Australia/Boronia",-37.86667,145.28333
"Australia/Blacktown",-33.76667,150.91667
"Australia/Bexley",-33.95,151.11667
"Australia/Berwick",-38.03333,145.35
"Australia/Bentleigh East",-37.91928,145.05301
"Australia/Bentleigh",-37.91806,145.03544
"Australia/Bendigo",-36.75818,144.28024
"Australia/Baulkham Hills",-33.75881,150.99292
"Australia/Bathurst",-33.41665,149.5806
"Australia/Batemans Bay",-35.70658,150.17541
"Australia/Banora Point",-28.21298,153.53634
"Australia/Bankstown",-33.91667,151.03333
"Australia/Ballarat",-37.56622,143.84957
"Australia/Bairnsdale",-37.82289,147.61041
"Australia/Bacchus Marsh",-37.67268,144.43829
"Australia/Auburn",-33.85,151.03333
"Australia/Ashfield",-33.88834,151.12274
"Australia/Ascot Vale",-37.77988,144.92276
"Australia/Armidale",-30.50123,151.66553
"Australia/Albany Creek",-27.35364,152.96848
"Australia/Maroochydore",-26.66008,153.09953
"Australia/Cheltenham",-37.96944,145.04806
"Australia/Randwick",-33.91439,151.24895
"Australia/Dee Why",-33.7511,151.28886
"Australia/Umina Beach",-33.52314,151.31325
"Australia/Palmerston",-12.48602,130.9833
"Australia/Hervey Bay",-25.28762,152.76936
"Australia/Blue Mountains",-33.71331,150.33065
"Australia/Sydney Central Business District",-33.86482,151.20773
"Australia/Kingsford",-33.92399,151.22749
"Australia/Springfield Lakes",-27.66757,152.92488
"Australia/Bracken Ridge",-27.3171,153.03097
"Australia/Kallangur",-27.25204,152.99226
"Australia/North Lakes",-27.22426,153.02075
"Australia/The Gap",-27.44187,152.93861
"Australia/Pittwater",-33.66623,151.30171
"Australia/Caroline Springs",-37.74124,144.73631
"Australia/Hoppers Crossing",-37.88264,144.7003
"Australia/Logan City",-27.63917,153.10944
"Australia/Carindale",-27.50578,153.10236
"Australia/Parramatta",-33.8178,151.00348
"Australia/Ferntree Gully",-37.88461,145.29539
"Australia/Adelaide Hills",-34.91119,138.70735
"Australia/Canning Vale",-32.05799,115.91814
"Australia/Glenmore Park",-33.79068,150.6693
"Australia/Southbank",-37.8228,144.96434
"Australia/Docklands",-37.8149,144.95052
"Australia/Helensvale",-27.91828,153.33275
"Australia/Elwood",-37.88214,144.98215
"Australia/Burwood",-37.84978,145.11901
"Australia/Balwyn North",-37.79086,145.09386
"Australia/Malvern East",-37.87397,145.04253
"Australia/Brighton East",-37.90232,145.01734
"Australia/Redbank Plains",-27.64613,152.85965
"Australia/Labrador",-27.94402,153.39815
"Australia/St Albans",-37.74496,144.80049
"Australia/Central Coast",-33.42979,151.37144
"Australia/Endeavour Hills",-37.97695,145.25866
"Australia/Kellyville",-33.71028,150.95095
"Australia/Taylors Lakes",-37.69863,144.78631
"Australia/Cherrybrook",-33.72197,151.04607
"Australia/Roxburgh Park",-37.62581,144.92555
"Australia/Prestons",-33.94185,150.8717
"Australia/Wyndham Vale",-37.89138,144.62368
"Australia/Ballajura",-31.84062,115.89549
"Australia/Willetton",-32.05251,115.88782
"Australia/Glenwood",-33.73333,150.93284
"Australia/Cabramatta",-33.89743,150.93446
"Australia/Campsie",-33.9125,151.10279
"Australia/Casula",-33.95222,150.89949
"Australia/Cranebrook",-33.7061,150.7094
"Australia/Greenacre",-33.90034,151.05563
"Australia/Greystanes",-33.82346,150.94607
"Australia/Ellenbrook",-31.76737,115.96936
"Australia/Alexandra Hills",-27.53221,153.22889
"Australia/Calamvale",-27.62329,153.04785
"Australia/Yagoona",-33.9049,151.01996
"Australia/Highton",-38.17058,144.3114
"Australia/Pacific Pines",-27.93994,153.31436
"Australia/Robina",-28.07071,153.39329
"Australia/Paralowie",-34.75705,138.60819
"Australia/Baldivis",-32.32889,115.83047
"Australia/Dianella",-31.88822,115.87186
"Australia/Duncraig",-31.83291,115.7759
"Australia/Morley",-31.88775,115.9099
"Australia/Thornlie",-32.06003,115.955
"Australia/Landsdale",-31.8075,115.86599
"Australia/Punchbowl",-33.92893,151.05111
"Australia/Parafield Gardens",-34.78254,138.61077
"Australia/Hillside",-37.69047,144.74172
"Australia/St Clair",-33.79728,150.7847
"Australia/Kirwan",-19.30323,146.72531
"Australia/Bundoora",-37.69825,145.05967
"Australia/Forest Lake",-27.62563,152.96883
"Australia/Sunnybank Hills",-27.61025,153.05388
"Australia/Rochedale South",-27.59521,153.12332
"Australia/Keilor East",-37.73261,144.86504
"Australia/Cranbourne East",-38.11531,145.29814
"Australia/Cranbourne North",-38.07758,145.29871
"Australia/Cranbourne West",-38.0965,145.26707
"Australia/Narre Warren South",-38.04369,145.2923
"Australia/Dandenong North",-37.96649,145.2081
"Australia/Frankston South",-38.16604,145.13643
"Australia/Sunshine West",-37.79117,144.81637
"Australia/Altona Meadows",-37.88413,144.78367
"Australia/Taylors Hill",-37.70988,144.75483
"Australia/Hurstville",-33.9677,151.10149
"Australia/West Pennant Hills",-33.7457,151.04764
"Australia/City of Port Phillip",-37.83382,144.93834
"Australia/Sunshine Coast",-26.65682,153.07955
"Australia/Melbourne City Centre",-37.81501,144.96657
"Australia/Adelaide city centre",-34.92873,138.60334
"Australia/Wollongong city centre",-34.4279,150.89268
"Austria/Döbling",48.25,16.33333
"Austria/Wolfsberg",46.84056,14.84417
"Austria/Wilten",47.25829,11.38808
"Austria/Wiener Neustadt",47.80485,16.23196
"Austria/Vienna",48.20849,16.37208
"Austria/Wetzelsdorf",47.05293,15.39923
"Austria/Wels",48.16667,14.03333
"Austria/Villach",46.61028,13.85583
"Austria/Traun",48.22086,14.23833
"Austria/Telfs",47.30707,11.06817
"Austria/Straßgang",47.03333,15.4
"Austria/Stockerau",48.38333,16.21667
"Austria/Steyr",48.04274,14.42127
"Austria/Simmering",48.18333,16.43333
"Austria/Sankt Pölten",48.20762,15.63725
"Austria/Sankt Peter",47.05,15.46667
"Austria/Sankt Peter",46.62978,14.34016
"Austria/Sankt Martin",46.61667,14.28333
"Austria/Salzburg",47.79941,13.04399
"Austria/Saalfelden am Steinernen Meer",47.42681,12.848
"Austria/Pradl",47.26539,11.4152
"Austria/Perchtoldsdorf",48.11935,16.26607
"Austria/Ottakring",48.21667,16.3
"Austria/Mödling",48.08605,16.28921
"Austria/Meidling",48.16667,16.33333
"Austria/Lustenau",47.42642,9.65851
"Austria/Linz",48.30639,14.28611
"Austria/Klosterneuburg",48.30521,16.32522
"Austria/Klagenfurt am Wörthersee",46.62472,14.30528
"Austria/Innsbruck",47.26266,11.39454
"Austria/Innere Stadt",48.20906,16.37135
"Austria/Penzing",48.2,16.26667
"Austria/Hötting",47.26815,11.36868
"Austria/Hohenems",47.36121,9.68694
"Austria/Hietzing",48.18623,16.2965
"Austria/Hernals",48.22544,16.30871
"Austria/Graz",47.06733,15.44197
"Austria/Fünfhaus",48.19596,16.3183
"Austria/Floridsdorf",48.25,16.4
"Austria/Feldkirch",47.23645,9.59734
"Austria/Essling",48.21289,16.52442
"Austria/Eggenberg",47.07,15.39871
"Austria/Dornbirn",47.41427,9.74195
"Austria/Bregenz",47.50311,9.7471
"Austria/Bludenz",47.15476,9.82255
"Austria/Baden",48.00543,16.23264
