NAME,LATITUDE,LONGITUDE
"India/Katangi",21.77369,79.80513
"India/Kasrāwad",22.12745,75.61101
"India/Kāsībugga",18.75927,84.41613
"India/Kashipur",29.21399,78.95693
"India/Kāsganj",27.80882,78.64579
"India/Kāsaragod",12.49838,74.98959
"India/Kasāra",19.6451,73.47434
"India/Chitrakoot Dham",25.21473,80.91645
"India/Karwar",14.81361,74.12972
"India/Karur",10.95771,78.08095
"India/Karungappalli",9.10422,76.53701
"India/Karumattampatti",11.10933,77.182
"India/Kartārpur",31.44268,75.49847
"India/Kurseong",26.88251,88.27729
"India/Karol Bāgh",28.65136,77.19072
"India/Karnāl",29.69197,76.98448
"India/Karmāla",18.4077,75.19386
"India/Kārkala",13.21428,74.99234
"India/Karjat",18.9107,73.32354
"India/Kariapatti",9.67505,78.09992
"India/Karīmnagar",18.43915,79.12856
"India/Karīmganj",24.86919,92.35543
"India/Karhal",27.00089,78.93935
"India/Kargil",34.55765,76.12622
"India/Karera",25.45815,78.13583
"India/Kareli",22.91533,79.06378
"India/Karauli",26.49831,77.02755
"India/Karanjiā",21.76259,85.97319
"India/Kāranja",20.48273,77.48857
"India/Karamsad",22.54243,72.90392
"India/Kāramadai",11.24058,76.96009
"India/Kāraikkudi",10.06615,78.76784
"India/Kāraikāl",10.91667,79.83333
"India/Karād",17.28937,74.18183
"India/Kapurthala Town",31.38011,75.38105
"India/Kāpren",25.40529,76.07431
"India/Kapasan",24.8894,74.31667
"India/Kapadvanj",23.02302,73.07113
"India/Kānth",29.05939,78.62951
"India/Kantai",26.21421,85.29749
"India/Kantābānji",20.46709,82.92042
"India/Kānt",27.81049,79.79185
"India/Kanpur",26.46523,80.34975
"India/Kannod",22.66764,76.74286
"India/Kanniyākumāri",8.09008,77.53841
"India/Kannauj",27.05524,79.9188
"India/Kanhangad",12.30814,75.10632
"India/Kannad",20.25684,75.13786
"India/Kānker",20.27193,81.49177
"India/Kānke",23.43478,85.32059
"India/Kankauli",16.26609,73.71217
"India/Kanigiri",15.40555,79.50694
"India/Kangayam",11.00599,77.5609
"India/Kandukūr",15.21542,79.9039
"India/Kāndla",23.03333,70.21667
"India/Kāndi",23.95946,88.04018
"India/Kāndhla",29.32104,77.27101
"India/Kandahār",18.87312,77.19231
"India/Kanchipuram",12.83515,79.70006
"India/Kanakapura",12.54654,77.42005
"India/Kāmthi",21.21615,79.1973
"India/Kampli",15.40626,76.60013
"India/Cumbum",9.73647,77.2847
"India/Kāmārhāti",22.67111,88.37472
"India/Kāmāreddi",18.32001,78.34177
"India/Kāman",27.65791,77.26908
"India/Kamalganj",27.26181,79.63134
"India/Kāmākhyānagar",20.93385,85.54489
"India/Kalyani",22.9757,88.4337
"India/Kalyān",19.2437,73.13554
"India/Kalwākurti",16.66396,78.49143
"India/Kalugumalai",9.14941,77.70569
"India/Kālpi",26.11667,79.73333
"India/Kalpatta",11.60871,76.08343
"India/Kalol",23.24656,72.49508
"India/Kālol",22.60777,73.46272
"India/Kālna",23.21944,88.36295
"India/Kalmeshwar",21.23219,78.91988
"India/Kallidaikurichi",8.68591,77.46592
"India/Kallakkurichchi",11.7404,78.959
"India/Kālka",30.83982,76.94065
"India/Kāliyāganj",25.63442,88.32665
"India/Kālimpong",27.03461,88.63084
"India/Kalghatgi",15.18315,74.97099
"India/Kālāvad",22.20789,70.38343
"India/Kālānwāli",29.83573,74.9717
"India/Kalānaur",28.82823,76.3955
"India/Kalamnūri",19.67386,77.31149
"India/Kalamb",19.04437,73.95554
"India/Kallam",18.57506,76.02186
"India/Kalakkādu",8.5138,77.54944
"India/Kalāyat",29.67665,76.25561
"India/Kakrāla",27.89269,79.1945
"India/Kākori",26.868,80.7857
"India/Kākināda",16.96036,82.23809
"India/Kakdwip",21.87914,88.1913
"India/Kakching",24.4982,93.98126
"India/Kaithal",29.80153,76.39959
"India/Kairāna",29.39541,77.2054
"India/Kaimori",23.38465,79.7442
"India/Kaimganj",27.55441,79.33525
"India/Kailāshahar",24.33199,92.00391
"India/Kailāras",26.30498,77.616
"India/Kaikalūr",16.55154,81.214
"India/Kaij",18.71364,76.06718
"India/Kāgal",16.57702,74.31544
"India/Kadūr",13.55285,76.01164
"India/Kadod",21.21717,73.21972
"India/Kadiri",14.11168,78.15982
"India/Kadikkād",10.67052,75.97975
"India/Kadi",23.29908,72.33362
"India/Kadayanallur",9.07277,77.34152
"India/Kānchrāpāra",22.95998,88.42849
"India/Kachhwa",25.20615,82.71442
"India/Kabrāi",25.40281,79.9997
"India/Junnar",19.20815,73.8752
"India/Jūnāgarh",19.85993,82.93385
"India/Jūnāgadh",21.51966,70.45981
"India/Jhumri Telaiya",24.4349,85.52951
"India/Jalandhar",31.32556,75.57917
"India/Shādīpur Julāna",29.12368,76.40516
"India/Jugsālai",22.77668,86.18351
"India/Jowai",25.43596,92.19132
"India/Jorhat",26.75751,94.20306
"India/Jora",26.34209,77.8092
"India/Jalārpet",12.57025,78.57318
"India/Jogipet",17.83564,78.06811
"India/Jogbani",26.39905,87.26525
"India/Jodiya Bandar",22.71667,70.28333
"India/Jodhpur",26.26841,73.00594
"India/Jodhpur",21.90174,70.0327
"India/Jintūr",19.61186,76.6874
"India/Jining",28.21633,94.85389
"India/Jīnd",29.31577,76.31502
"India/Jigani",12.78612,77.63855
"India/Jhūsi",25.43745,81.9055
"India/Jhunjhunūn",28.12559,75.39797
"India/Jhinjhāna",29.52118,77.2247
"India/Jhīnjhak",26.56093,79.73423
"India/Jharsuguda",21.85531,84.00698
"India/Jharia",23.74079,86.41456
"India/Jhārgrām",22.45384,86.99497
"India/Jhānsi",25.45887,78.57994
"India/Jhanjhārpur",26.26467,86.27993
"India/Jhālu",29.33609,78.22608
"India/Jhālrapātan",24.54205,76.17242
"India/Jhālod",23.10097,74.15536
"India/Jhalidā",23.36545,85.97643
"India/Jhālāwār",24.59633,76.16499
"India/Jhajjar",28.6063,76.6565
"India/Jhajha",24.77107,86.37888
"India/Jhābua",22.76772,74.59087
"India/Jewar",28.122,77.55734
"India/Jevargi",17.01394,76.77317
"India/Jetpur",21.75482,70.62347
"India/Jeypore",18.8563,82.5716
"India/Jainagar",26.59048,86.13791
"India/Jaynagar Majilpur",22.1752,88.42008
"India/Jayamkondacholapuram",11.21266,79.36369
"India/Jāwad",24.59916,74.86261
"India/Jaunpur",25.75356,82.68689
"India/Jatāra",25.00964,79.04869
"India/Jatani",20.15975,85.70742
"India/Jaswantnagar",26.88271,78.90256
"India/Jaspur",29.27919,78.82798
"India/Jasidih",24.51379,86.64576
"India/Jashpur Nagar",22.88783,84.13864
"India/Jasdan",22.03709,71.20794
"India/Jarwal",27.1629,81.54179
"India/Jaora",23.63783,75.12711
"India/Jānsath",29.32502,77.85044
"India/Jānjgīr",22.00922,82.5778
"India/Jangipur",24.47001,88.07659
"India/Jangaon",17.72602,79.15236
"India/Jandiāla Gurū",31.56198,75.0277
"India/Jandiāla",31.1593,75.61755
"India/Jāmuria",23.70468,87.07872
"India/Jāmul",21.25,81.4
"India/Jamūī",24.92606,86.22531
"India/Jāmtāra",23.963,86.80285
"India/Jamshedpur",22.80278,86.18545
"India/Jāmner",20.80949,75.77768
"India/Jamnagar",22.47292,70.06673
"India/Jammu",32.73528,74.86167
"India/Jammalamadugu",14.84677,78.38314
"India/Jāmkhed",18.73519,75.31343
"India/Jamkhandi",16.50461,75.29146
"India/Jambusar",22.05236,72.80074
"India/Gogri Jamālpur",25.41117,86.65925
"India/Jamālpur",25.31258,86.48888
"India/Jāmai",22.19644,78.59191
"India/Jāmadoba",23.71667,86.4
"India/Jalpāiguri",26.51667,88.73333
"India/Jalor",25.34558,72.61559
"India/Jālna",19.84102,75.88636
"India/Jalgaon Jamod",21.05194,76.53464
"India/Jalgaon",21.00292,75.56602
"India/Jaleshwar",21.80176,87.2225
"India/Jalesar",27.47315,78.3031
"India/Jālaun",26.1451,79.3366
"India/Jalālpur",26.31162,82.73859
"India/Jalalpore",20.94896,72.89829
"India/Jalālī",27.8668,78.25267
"India/Jalālābād",30.60622,74.25727
"India/Jalālābad",29.61853,77.43908
"India/Jalālābād",27.72625,79.65523
"India/Jalakandapuram",11.69779,77.87298
"India/Jājpur",20.84852,86.33729
"India/Jaito",30.45126,74.89189
"India/Jaitāran",26.20446,73.93676
"India/Jaisingpur",16.77639,74.55361
"India/Jaisalmer",26.91763,70.90387
"India/Jais",26.2649,81.54855
"India/Jaipur",26.91962,75.78781
"India/Jahāzpur",25.61994,75.27609
"India/Jahāngīrābād",28.40549,78.10588
"India/Jahānābād",25.21368,84.9871
"India/Jagtiāl",18.79473,78.91661
"India/Jagraon",30.78783,75.47391
"India/Jaggayyapeta",16.8938,80.09807
"India/Jagdīspur",25.46811,84.41939
"India/Jagdīshpur",26.74967,80.5451
"India/Jagdalpur",19.08136,82.02131
"India/Jagatsinghapur",20.2557,86.17112
"India/Jagalūr",14.51957,76.33915
"India/Jagādhri",30.16719,77.30367
"India/Jāfarābād",20.86611,71.36606
"India/Jadcherla",16.77381,78.13666
"India/Jabalpur",23.16697,79.95006
"India/Etmadpur",27.23541,78.19829
"India/Itārsi",22.61477,77.76222
"India/Itanagar",27.08694,93.60987
"India/Islāmpur",26.26541,88.18982
"India/Islāmpur",25.14075,85.20587
"India/Islāmnagar",28.32896,78.72524
"India/Irugūr",11.01782,77.06285
"India/Irinjālakuda",10.34238,76.21124
"India/Iringal",11.55929,75.61663
"India/Malda",25.00447,88.14573
"India/Indri",29.87999,77.05972
"India/Indore",22.71792,75.8333
"India/Indi",17.17735,75.9526
"India/Indergarh",26.93521,79.6712
"India/Indargarh",25.9109,78.56193
"India/Indāpur",18.3,73.25
"India/Indāpur",18.11529,75.02885
"India/Imphal",24.80805,93.9442
"India/Ilkal",15.95923,76.11351
"India/Ilaiyankudi",9.62512,78.62434
"India/Igatpuri",19.69522,73.5626
"India/Idar",23.84145,73.00068
"India/Idappadi",11.58624,77.83891
"India/Ichhāwar",23.02816,77.01729
"India/Ichchāpuram",19.11393,84.68721
"India/Ichalkaranji",16.69117,74.46054
"India/Hyderabad",17.38405,78.45636
"India/Hadagalli",15.02048,75.93185
"India/Hatti",16.19836,76.66037
"India/Husainābād",24.52849,84
"India/Hunsūr",12.30359,76.29275
"India/Hungund",16.06213,76.0586
"India/Hukeri",16.23082,74.60244
"India/Hugli",22.90877,88.39674
"India/Hubballi",15.34776,75.13378
"India/Howli",26.42237,90.98004
"India/Hosūr",12.73647,77.83264
"India/Hosapete",15.26954,76.3871
"India/Hoskote",13.0707,77.79814
"India/Hoshiārpur",31.53723,75.91269
"India/Narmadapuram",22.74747,77.72736
"India/Hosadurga",13.79631,76.28408
"India/Honnāli",14.23976,75.64507
"India/Honnavar",14.28088,74.44497
"India/Homnābād",17.77074,77.12519
"India/Holenarasipura",12.78635,76.24331
"India/Holalkere",14.04295,76.18496
"India/Hojāi",26.00281,92.85605
"India/Hodal",27.89196,77.36744
"India/Hisua",24.8336,85.41729
"India/Hisar",29.15394,75.72294
"India/Hiriyūr",13.94455,76.61723
"India/Hirekerūr",14.45506,75.3952
"India/Hīrākud",21.52502,83.87275
"India/Hinjilicut",19.48166,84.74489
"India/Hingoli",19.71464,77.14238
"India/Hinganghāt",20.54875,78.83978
"India/Hindupur",13.82807,77.49143
"India/Hindoria",23.90345,79.56861
"India/Hindaun",26.73411,77.03519
"India/Himatnagar",23.59893,72.96602
"India/Hilsa",25.31642,85.28234
"India/Hazāribāgh",23.99241,85.36162
"India/Hāveri",14.79354,75.40448
"India/Hatta",24.13406,79.60119
"India/Hāt Piplia",22.76948,76.29992
"India/Hāthras",27.59551,78.05201
"India/Hastināpur",29.16042,78.00762
"India/Hassan",13.00715,76.0962
"India/Hāsimāra",26.7469,89.35385
"India/Hasanpur",28.72249,78.28436
"India/Harūr",12.05267,78.48023
"India/Harsūd",22.09947,76.73423
"India/Harpanahalli",14.78766,75.98863
"India/Harpālpur",25.28773,79.33279
"India/Haripād",9.28358,76.45519
"India/Hārij",23.69356,71.907
"India/Harihar",14.51288,75.80716
"India/Haridwar",29.94791,78.16025
"India/Hardoī",27.39491,80.13165
"India/Harda",22.34414,77.09536
"India/Hāpur",28.72985,77.78068
"India/Howrah",22.57688,88.31857
"India/Hanumāngarh",29.58182,74.32938
"India/Hānsi",29.10239,75.96253
"India/Hāngal",14.76465,75.1246
"India/Handiā",25.36379,82.18655
"India/Hamīrpur",31.68411,76.52506
"India/Hamīrpur",25.9553,80.14842
"India/Halvad",23.01516,71.18029
"India/Hālol",22.50321,73.47242
"India/Haliyal",15.32864,74.75638
"India/Hālīsahar",22.93218,88.41859
"India/Haldwani",29.22254,79.5286
"India/Haldaur",29.28988,78.28437
"India/Hājo",26.2452,91.52525
"India/Hājīpur",25.68544,85.20981
"India/Hailākāndi",24.68394,92.56097
"India/Hāflong",25.16478,93.01744
"India/Hadgāon",19.49552,77.65863
"India/Hābra",22.84202,88.65606
"India/Gyānpur",25.33268,82.46637
"India/Gwalior",26.22983,78.17337
"India/Guskhara",23.49276,87.73484
"India/Guruvāyūr",10.5943,76.0411
"India/Guru Har Sahāi",30.70862,74.40407
"India/Gursarāi",25.61677,79.18053
"India/Gursahāiganj",27.11518,79.73174
"India/Gurmatkāl",16.86773,77.39088
"India/Gurugram",28.4601,77.02635
"India/Gurdaspur",32.03933,75.40318
"India/Gunupur",19.0804,83.80879
"India/Guntur",16.29974,80.45729
"India/Guntakal",15.17112,77.36244
"India/Gunnaur",28.23995,78.43994
"India/Gundlupēt",11.81004,76.69027
"India/Guna",24.64691,77.3113
"India/Gummidipundi",13.40765,80.10879
"India/Gumlā",23.04268,84.54429
"India/Gumia",23.7975,85.82523
"India/Guledagudda",16.05025,75.78997
"India/Kalaburagi",17.33583,76.83757
"India/Gulāothi",28.58938,77.79318
"India/Gulābpura",25.90448,74.66025
"India/Gūduvāncheri",12.84519,80.06055
"India/Gūdūr",14.15093,79.8521
"India/Gudiyatham",12.94601,78.87377
"India/Gudivāda",16.43547,80.99555
"India/Gudalur",11.52073,76.48141
"India/Gudalur",9.67826,77.24951
"India/Gubbi",13.31216,76.94102
"India/Goyerkāta",26.69984,89.02565
"India/Govardhan",27.49658,77.46263
"India/Gotan",26.65551,73.7371
"India/Gormi",26.60029,78.51188
"India/Gorantla",13.98411,77.77224
"India/Gorakhpur",29.44768,75.67206
"India/Gorakhpur",26.76628,83.36889
"India/Gorai",19.25,72.78333
"India/Gobichettipalayam",11.45496,77.4422
"India/Gopālganj",26.46734,84.44041
"India/Gooty",15.11836,77.63776
"India/Gondiā",21.46026,80.19205
"India/Gondal",21.96074,70.80255
"India/Gondā City",27.13181,81.95332
"India/Gomoh",23.87355,86.1516
"India/Gola Gokarannāth",28.07837,80.47054
"India/Golāghāt",26.51167,93.95951
"India/Gokavaram",17.25823,81.84985
"India/Gokarna",14.55,74.31667
"India/Gokak",16.16901,74.82393
"India/Gohāna",29.13777,76.70247
"India/Gohad",26.43278,78.44205
"India/Godhra",22.77547,73.61488
"India/Godda",24.827,87.2125
"India/Gobindpur",22.63393,86.07162
"India/Gobārdānga",22.8774,88.75479
"India/Goālpāra",26.17668,90.62634
"India/Giridih",24.18622,86.30875
"India/Gingee",12.25282,79.41727
"India/Giddarbāha",30.19953,74.66627
"India/Giddalūr",15.37439,78.92609
"India/Ghugus",19.9381,79.11192
"India/Ghoti Budrukh",19.71641,73.62821
"India/Ghosī",26.10587,83.5393
"India/Ghogardīha",26.27986,86.47001
"India/Ghazīpur",25.58333,83.58526
"India/Ghāziābād",28.66535,77.43915
"India/Ghātsīla",22.58531,86.47682
"India/Ghātanji",20.14183,78.31333
"India/Ghātampur",26.15272,80.16803
"India/Ghātāl",22.66244,87.73399
"India/Gharaunda",29.53692,76.97142
"India/Gairtganj",23.41022,78.22082
"India/Gevrai",19.26372,75.75007
"India/Gaya",24.79686,85.00385
"India/Gauripur",26.08334,89.96118
"India/Gauribidanur",13.61072,77.51738
"India/Gaurela",22.75449,81.90107
"India/Guwahati",26.1844,91.7458
"India/Garhwa",24.16002,83.80755
"India/Garot",24.32342,75.65204
"India/Gariadhar",21.53889,71.57737
"India/Garhshankar",31.21537,76.14149
"India/Garhmuktesar",28.78732,78.10214
"India/Garhchiroli",20.18061,80.00522
"India/Garhākota",23.7791,79.14321
"India/Gannavaram",16.54092,80.80213
"India/Gangtok",27.32574,88.61216
"India/Gangolli",13.65024,74.67072
"India/Gangoh",29.78004,77.26346
"India/Gangavati",15.4313,76.52933
"India/Gangārāmpur",25.40138,88.52978
"India/Gangāpur",26.47249,76.71744
"India/Gangāpur",25.21954,74.26028
"India/Gangāpur",19.69718,75.01045
"India/Sri Ganganagar",29.92009,73.87496
"India/Gangākher",18.96962,76.74946
"India/Gandhinagar",23.21667,72.68333
"India/Gāndhīdhām",23.08333,70.13333
"India/Gandevi",20.81214,72.99811
"India/Ganderbal",34.22619,74.77478
"India/Gajwel",17.84816,78.68291
"India/Gajraula",28.8457,78.2396
"India/Gajendragarh",15.73628,75.96976
"India/Gadwāl",16.23504,77.79556
"India/Gadhinglaj",16.22291,74.3501
"India/Gadhada",21.96957,71.57828
"India/Gādarwāra",22.9235,78.7849
"India/Gadag",15.42977,75.62971
"India/Fort Gloster",22.50444,88.18333
"India/Forbesganj",26.30253,87.26556
"India/Fīrozpur Jhirka",27.78853,76.94496
"India/Firozpur",30.92574,74.61311
"India/Fīrozābād",27.15092,78.39781
"India/Ferokh",11.17989,75.84141
"India/Fazilka",30.40207,74.02836
"India/Fatwa",25.50958,85.30504
"India/Fatehpur Sīkri",27.0937,77.66003
"India/Fatehpur",27.99486,74.95628
"India/Fatehpur",27.17281,81.21061
"India/Fatehpur",25.92774,80.81266
"India/Fatehgarh Chūriān",31.86431,74.95665
"India/Fatehganj West",28.4662,79.30657
"India/Fatehābād",29.51525,75.45554
"India/Fatehābād",27.02645,78.3027
"India/Farrukhnagar",17.07787,78.20339
"India/Farrukhābād",27.39134,79.5793
"India/Farīdpur",28.20997,79.54149
"India/Farīdkot",30.67399,74.75579
"India/Faridabad",28.41124,77.31316
"India/Farakka",24.81667,87.9
"India/Fālākāta",26.51963,89.20423
"India/Faizpur",21.16766,75.86006
"India/Fyzābād",26.77549,82.15018
"India/Ettumānūr",9.66898,76.55924
"India/Etāwah",26.77615,79.02133
"India/Etah",27.55879,78.65692
"India/Erraguntla",14.63853,78.53974
"India/Erode",11.3428,77.72741
"India/Erāttupetta",9.68747,76.77891
"India/Erandol",20.92206,75.32641
"India/Emmiganūr",15.77203,77.48345
"India/Eluru",16.71311,81.10437
"India/Elūr",10.06667,76.28333
"India/Elumalai",9.86501,77.69923
"India/Ellenabad",29.45282,74.66122
"India/Elamanchili",17.54907,82.85749
"India/Egra",21.89947,87.53794
"India/Edappāl",10.78339,76.00789
"India/Dwārka",22.23944,68.96778
"India/Durgapur",23.51583,87.30801
"India/Durgāpur",20.0054,79.30273
"India/Durg",21.19147,81.27619
"India/Dūngarpur",23.84306,73.71466
"India/Ganj Dundwāra",27.73308,78.94119
"India/Dumraon",25.55265,84.15149
"India/Dumra",26.56708,85.5204
"India/Dumka",24.26778,87.24855
"India/Dum Duma",27.56884,95.55664
"India/Dam Dam",22.63341,88.42286
"India/Duliajan",27.36035,95.31806
"India/Dugda",23.74516,86.17175
"India/Dubrājpur",23.7902,87.37648
"India/Dornakal",17.44475,80.14905
"India/Dorāha",30.79953,76.02355
"India/Dongargarh",21.18893,80.75459
"India/Dondaicha",21.3236,74.56804
"India/Domchānch",24.47484,85.69213
"India/Dombivali",19.21667,73.08333
"India/Doddaballapura",13.29452,77.53777
"India/Doda",33.14916,75.54746
"India/Diu",20.71405,70.98224
"India/Deesa",24.25612,72.17928
"India/Dirba",30.07222,75.99607
"India/Diphu",25.84341,93.43116
"India/Dīnhāta",26.13526,89.46129
"India/Dindori",22.94141,81.07975
"India/Dindigul",10.36896,77.98036
"India/Dīnānagar",32.13664,75.47291
"India/Dimāpur",25.91174,93.7217
"India/Digras",20.1035,77.71846
"India/Deglur",18.54829,77.57695
"India/Diglipur",13.26667,93
"India/Dighwāra",25.74434,85.01003
"India/Digboi",27.39321,95.61839
"India/Dīg",27.47188,77.32564
"India/Dīdwāna",27.40096,74.57537
"India/Bicholim",15.59319,73.94571
"India/Dibrugarh",27.47989,94.90837
"India/Dibai",28.20849,78.26173
"India/Diamond Harbour",22.19268,88.18951
"India/Dhūri",30.36846,75.86791
"India/Dhupgāri",26.58904,89.00732
"India/Dhuliān",24.68127,87.9535
"India/Dhule",20.9013,74.77737
"India/Dhubri",26.01856,89.98564
"India/Dhrol",22.567,70.41769
"India/Dhrāngadhra",22.99167,71.46793
"India/Dhoraji",21.73359,70.45004
"India/Dhone",15.3952,77.8715
"India/Dholka",22.72732,72.44128
"India/Dhing",26.46793,92.47336
"India/Dhenkānāl",20.65744,85.59693
"India/Dhekiajuli",26.70367,92.47808
"India/Dhaurahra",27.99814,81.08975
"India/Dhaulpur",26.69286,77.87968
"India/Dhārūr",18.82017,76.10937
"India/Dhāruhera",28.20553,76.79691
"India/Dhārni",21.55333,76.88972
"India/Dharamsala",32.22006,76.32013
"India/Dharmkot",30.94559,75.23239
"India/Dharmavaram",14.41435,77.72035
"India/Dharmapuri",12.1277,78.15794
"India/Dharmanagar",24.36667,92.16667
"India/Dharmadam",11.77538,75.46459
"India/Dharmābād",18.89116,77.8494
"India/Dhāriwāl",31.95616,75.32386
"India/Dhāri",21.32855,71.02645
"India/Dhārāvi",19.05,72.86667
"India/Dharapuram",10.73828,77.53223
"India/Dharangaon",21.01187,75.27407
"India/Dharampuri",22.14951,75.34439
"India/Dharampur",20.53693,73.17368
"India/Dhār",22.59373,75.29774
"India/Dhanera",24.50967,72.02343
"India/Dhandhuka",22.38185,71.98664
"India/Dhanbad",23.79759,86.42992
"India/Dhanaura",28.95912,78.25629
"India/Dhanaula",30.28216,75.57341
"India/Dhamtari",20.70718,81.54874
"India/Dhāmpur",29.30883,78.51083
"India/Dhāmnod",22.20928,75.47057
"India/Dhāka",26.67479,85.16698
"India/Dewas",22.96585,76.05526
"India/Deoli",25.75728,75.37991
"India/Devgarh",25.52533,73.90812
"India/Devgadh Bāriya",22.70517,73.90882
"India/Devarkonda",16.69186,78.92073
"India/Devanahalli",13.24655,77.71183
"India/Devakottai",9.94704,78.8233
"India/Devadanapatti",10.14673,77.6439
"India/Deūlgaon Rāja",20.01757,76.03755
"India/Deshnoke",27.79836,73.34297
"India/Dergaon",26.7,93.96667
"India/Dera Māndi",28.43597,77.17601
"India/Depālpur",22.85095,75.54224
"India/Deori Khās",23.39017,79.0163
"India/Deoria",26.50167,83.77936
"India/Deoraniān",28.62989,79.47648
"India/Deoli",20.6492,78.48023
"India/Deolāli",19.94404,73.83441
"India/Deolali",19.47393,74.62063
"India/Deoghar",24.48983,86.69902
"India/Deogarh",21.53827,84.73337
"India/Deoband",29.69505,77.67964
"India/Denkanikota",12.5301,77.78887
"India/Delhi Cantonment",28.6,77.13333
"India/Delhi",28.65195,77.23149
"India/Dehradun",30.32443,78.03392
"India/Davorlim",15.27221,73.99242
"India/Davangere",14.46693,75.92694
"India/Dausa",26.89,76.33584
"India/Daund",18.46515,74.58375
"India/Daudnagar",25.03473,84.40095
"India/Dattāpur",20.78075,78.1407
"India/Datia",25.67312,78.45908
"India/Dātāganj",28.0253,79.40819
"India/Dasūya",31.81679,75.6531
"India/Dāsna",28.67736,77.52252
"India/Daryāpur",20.92489,77.32644
"India/Dārwha",20.31017,77.77257
"India/Darsi",15.76978,79.67939
"India/Dārjiling",27.03333,88.26667
"India/Darbhanga",26.15216,85.89707
"India/Dāpoli",17.75927,73.18816
"India/Danta",27.29636,75.18665
"India/Dandeli",15.26667,74.61667
"India/Dinapore",25.63705,85.04794
"India/Damoh",23.83312,79.4419
"India/Dāmnagar",21.69232,71.51747
"India/Daman",20.41431,72.83236
"India/Medininagar",24.03971,84.0658
"India/Dalsingh Sarai",25.66795,85.83636
"India/Dalkola",25.87577,87.84009
"India/Dākor",22.75268,73.14967
"India/Dohad",22.83283,74.25986
"India/Dahegām",23.16903,72.82161
"India/Dāhānu",19.96778,72.71263
"India/Dādri",28.55257,77.55403
"India/Dabwāli",29.94906,74.73832
"India/Dabra",25.88572,78.33221
"India/Daboh",26.00239,78.87658
"India/Dabhoi",22.18333,73.43333
"India/Dabhel",20.40953,72.88339
"India/Cuttack",20.46497,85.87927
"India/Curti",15.41667,74.01667
"India/Curchorem",15.26349,74.10875
"India/Cuncolim",15.1773,73.99392
"India/Cumbum",15.58171,79.11059
"India/Kadapa",14.47995,78.82346
"India/Cuddalore",11.75617,79.76693
"India/Coonoor",11.34979,76.79375
"India/Kundapura",13.63126,74.6902
"India/Colonelganj",27.13432,81.69868
"India/Colgong",25.26328,87.23264
"India/Calangute",15.5439,73.7553
"India/Coimbatore",11.00555,76.96612
"India/Kochi",9.93988,76.26022
"India/Clement Town",30.26361,78.00862
"India/Chūru",28.30415,74.96718
"India/Churāchāndpur",24.33353,93.66999
"India/Chunār",25.12776,82.8821
"India/Chotila",22.42347,71.19641
"India/Chorwād",21.02947,70.23302
"India/Chopda",21.24578,75.29946
"India/Sholavandan",10.0216,77.96087
"India/Chodavaram",17.82884,82.93526
"India/Rampachodavaram",17.44088,81.77558
"India/Chittūr",10.69967,76.7471
"India/Chittoor",13.21055,79.0956
"India/Chittorgarh",24.88963,74.62403
"India/Chittaranjan",23.85681,86.90324
"India/Chitradurga",14.22262,76.40038
"India/Chitarpur",23.57283,85.65355
"India/Chītāpur",17.12357,77.0824
"India/Chidawa",28.23937,75.64035
"India/Chīrāla",15.82385,80.35219
"India/Chīpurupalle",18.31142,83.56846
"India/Chiplūn",17.53339,73.50935
"India/Chintamani",13.40051,78.05172
"India/Chinnūr",18.85779,79.7956
"India/Chinna Salem",11.63422,78.87412
"India/Chinnamanūr",9.83999,77.38109
"India/Chincholi",17.46508,77.41874
"India/Chillupār",26.28221,83.5064
"India/Chilakalūrupet",16.08987,80.16705
"India/Chikodi",16.42898,74.58591
"India/Chiknāyakanhalli",13.41609,76.62063
"India/Chikmagalūr",13.32231,75.774
"India/Chikhli",20.35046,76.25774
"India/Chik Ballāpur",13.43512,77.72787
"India/Chīka",30.04891,76.343
"India/Chidambaram",11.39933,79.69144
"India/Chicholi",21.46926,79.70151
"India/Chhoti Sādri",24.38145,74.7012
"India/Chhota Udepur",22.30401,74.0158
"India/Chhindwāra",22.05697,78.93958
"India/Chhibrāmau",27.14872,79.50078
"India/Chhatarpur",28.49849,77.18254
"India/Chhatarpur",24.9177,79.58871
"India/Chhātāpur",26.21965,87.00479
"India/Chhāta",27.72374,77.5081
"India/Chharra",27.9247,78.40102
"India/Chhaprauli",29.20989,77.17454
"India/Chāpra",25.78031,84.74709
"India/Chhāpar",27.819,74.43936
"India/Chhanerā",21.96097,76.69494
"India/Chhala",23.30779,72.77404
"India/Chhabra",24.66472,76.84379
"India/Chettipālaiyam",10.91248,77.03699
"India/Chetput",12.46399,79.3484
"India/Chetput",13.07,80.24083
"India/Cheranmahadevi",8.67547,77.56957
"India/Chennimalai",11.16378,77.60388
"India/Chengannūr",9.31575,76.61513
"India/Chengam",12.30889,78.79137
"India/Chengalpattu",12.69184,79.97661
"India/Chavara",8.96727,76.54188
"India/Chetwayi",10.52885,76.04793
"India/Chaumu",27.16955,75.72226
"India/Chaksu",26.6051,75.94814
"India/Chhatrapur",19.35574,84.98359
"India/Chatrā",24.20645,84.87085
"India/Chas",23.63556,86.16712
"India/Charthāwal",29.54687,77.59438
"India/Charkhi Dādri",28.59166,76.27161
"India/Charkhāri",25.40304,79.74877
"India/Chāpar",26.27266,90.44556
"India/Channarāyapatna",12.90642,76.38775
